Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3890,Jan13 2020 03:38:54, W.Boonplod,C3 C2,Kreutz,Jan12-13 2020
3891,Jan19 2020 22:34:50, M.Uchina, C3,Kreutz,Jan19 2020
3892,Jan20 2020 14:06:42, W.Boonplod, C3,Kreutz,Jan20 2020
3893,Jan23 2020 12:00:14, W.Boonplod, C2,NonGrp,Jan23 2020
3894,Jan29 2020 03:15:09, W.Boonplod, C3,Kreutz,Jan29 2020
3895,Jan30 2020 22:37:31	,M.Uchina, C2,Meyer, Jan31 2020
3896,Jan31 2020 19:48:36	,W.Boonplod, C3,Kreutz,Jan31-Feb01 2020
3897,Feb04 2020 22:50:43, W.Boonplod, C3,Kreutz,Feb05 2020
3898,Feb07 2020 00:39:26, W.Boonplod, C3,Kreutz,Feb07 2020
3899,Feb08 2020 15:04:10, M.Uchina, C3,Kreutz,Feb08-09 2020
3900,Feb09 2020 02:49:20, W.Boonplod,C3 C2,Kreutz,Feb09-10 2020
3901,Feb09 2020 17:12:25, W.Boonplod, C3,Kreutz,Feb09-10 2020
3902,Feb10 2020 12:52:10, W.Boonplod, C3,Kreutz,Feb10-11 2020
3903,Feb13 2020 02:09:03	,W.Boonplod, C3,Kreutz,Feb12 2020
3904,Feb20 2020 15:10:49	,W.Boonplod, C3,Kreutz,Feb20 2020
3905,Feb22 2020 14:37:41	,W.Boonplod, C3,Kreutz,Feb22 2020
3906,Feb25 2020 19:08:58	,W.Boonplod, C3,Kreutz,Feb25 2020
3907,Feb29 2020 19:19:50	,W.Boonplod, C3,Kreutz,Feb29-Mar01 2020
3908,Mar06 2020 20:17:06, W.Boonplod,C3 C2,Kreutz,Mar06-07 2020
3909,Mar08 2020 01:20:16, W.Boonplod, C2,Meyer, Mar08 2020
3910,Mar08 2020 14:35:31, W.Boonplod, C2,Meyer, Mar08 2020
3911,Mar09 2020 23:24:00	,M.Uchina, C3,Kreutz,Mar10 2020
3912,Mar10 2020 13:15:57, K.Kida,C3 C2,Kreutz,Mar10-11 2020 
3913,Mar12 2020 03:49:07, W.Boonplod,C3 C2,Kreutz,Mar12 2020
3914,Mar12 2020 17:10:17, M.Uchina, C2,Kreutz,Mar12 2020
3915,Mar13 2020 21:40:50, W.Boonplod,C3 C2,Kreutz,Mar13-14 2020
3916,Mar14 2020 23:12:25, W.Boonplod, C3,Kreutz,Mar14-15 2020
3917,Mar18 2020 07:27:29, M.Kusiak,C3 C2,Kreutz,Mar18-19 2020
3918,Mar22 2020 22:58:42, W.Boonplod,C3 C2,Kreutz,Mar22-23 2020
3919,Mar23 2020 06:44:49, M.Uchina, C2,Kreutz,Mar23 2020
3920,Mar26 2020 22:31:36, W.Boonplod, C2,Kreutz,Mar26 2020
3921,Mar27 2020 21:25:53, W.Boonplod, C2,Meyer, Mar27 2020
3922,Apr04 2020 11:52:57, K.Kida, C2,Kreutz,Apr04 2020
3923,Apr04 2020 13:53:35, S.Liwo,C3 C2,Kreutz,Apr04-05 2020
3924,Apr06 2020 09:27:28, W.Boonplod, C2,Kreutz,Apr06 2020
3925,Apr09 2020 19:07:19, Boonplod/Uchina, C2, Kreutz,Apr09 2020
3926,Apr10 2020 01:24:16, W.Boonplod, C2,Kreutz,Apr10 2020
3927*, Apr10 2020 11:39pm,W.Boonplod,C3 C2,Kreutz,Apr10-11 2020
3928,Apr16 2020 07:21:26, M.Uchina, C2,Kreutz,Apr14 2020 
3929,Apr17 2020 10:13:28, K.Kida,C3 C2,Kreutz,Apr17-18 2020
3930,Apr17 2020 11:12:21, M.Kusiak, C2,Kreutz,Apr17 2020
3931,Apr17 2020 11:38:36, W.Boonplod, C2,Meyer, Apr16-17 2020
3932,C/2020 F8 (SWAN),M.Mattiazzo, SWAN, NonGrp,
3933,Apr21 2020 14:47:25, Z.Xu, C2,Kreutz,Apr21 2020
3934,Apr25 2020 08:29:39, Z.Cao,C2,Kreutz,Apr25 2020
3935,Apr27 2020 08:49:21, M.Kusiak, C2,Kreutz,Apr27 2020
3936,Apr29 2020 14:46:32, W.Boonplod, C2,Kreutz,Apr29 2020
3937,Apr22 2020 14:21:00, Z.Xu,C3 C2,Kreutz,Apr22-23 2020
3938,Feb11 2020 05:37:29, P.Berrett,C2,Meyer, Jul31 2008
3939,Feb05 2020 08:07:04, P.Berrett,C2,Meyer, Jan29 2011
3940,Feb03 2020 05:36:53, P.Berrett,C2,Meyer, Jun14 2012
3941,Jan18 2020 01:07:57, P.Berrett,C2,Meyer, Jun20 2013
3942,Jan18 2020 09:02:22, P.Berrett,C2,Meyer, Dec10 2013
3943,Jan18 2020 23:14:14, P.Berrett,C2,Kracht,Jun06 2014
3944,Apr23 2020 18:35:27, T.Prestgard,C2,Kreutz,Mar27 2015
3945,Jan31 2020 06:17:52, P.Berrett,C2,NonGrp,Feb19 2016
3946,Jan29 2020 07:55:49, P.Berrett,C2,Meyer, Jan31 2018
3947,Mar26 2020 03:21:51, T.Prestgard,C2,Kreutz,Mar23 2018
3948,Mar30 2020 13:36:23, T.Prestgard,C2,Kreutz,Apr01 2018
3949,Mar30 2020 13:44:03, T.Prestgard,C2,Kreutz,Apr05 2018
3950,Mar30 2020 15:17:25, T.Prestgard,C2,Kreutz,Apr18 2018
3951,Mar30 2020 16:52:09, T.Prestgard,C2,Kreutz,Apr28 2018
3952,Jan04 2020 09:48:42, P.Berrett,C2,Kracht,Feb25 2019
3953*, Apr11 2020 05:37pm,W.Boonplod,C3 C2,Kreutz,Apr11-12 2020
3954,May01 20 08:42:10, K.Kida, C2,Kreutz,May01 20
3955,May02 20 19:23:22, T.Prestgard,C2,Kreutz,May02 20
3956,May08 20 09:07:36, W.Boonplod, C2,Kreutz,May08 20
3957,May09 20 20:08:05, W.Boonplod, C2,Kreutz,May09-10 20
3958,May10 20 01:17:19, W.Boonplod, C2,Kreutz,May10 20
3959,May10 20 02:22:24, M.Uchina, C2,Kreutz,May10 20
3960,May10 20 17:13:03, M.Uchina, C2,Kreutz,May10 20
3961,May11 20 11:40:00, Z.Xu, C2,Kreutz,May11 20
3962,May11 20 22:55:27, W.Boonplod, C2,Kreutz,May12 20
3963,May14 20 01:51:58, W.Boonplod,C3 C2,Kreutz,May13-14 20
XC94,May16 20 00:11:08, M.Uchina, C2,Kreutz,May15 20
3964,May18 20 03:19:51, M.Uchina, C2,Kreutz,May18 20
3965,May19 20 00:18:56, W.Boonplod, C2,Kreutz,May18-19 20
3966,May19 20 08:35:56, M.Uchina,C3 C2,Kreutz,May19-20 20
3967,May20 20 13:50:43, M.Uchina, C2,Kreutz,May20 20
3968,May21 20 21:06:35, W.Boonplod,C3 C2,NonGrp,May21-22 20
3969,May22 20 02:46:20, W.Boonplod,C3 C2,Kreutz,May22 20
3970,May22 20 09:00:28, W.Boonplod, C2,Meyer, May22 20
3971,May22 20 21:43:55, W.Boonplod, C2,Kreutz,May23 20
3972,May28 20 06:43:51, M.Uchina, C2,Kreutz,May26 20
3973,May28 20 10:55:56, W.Boonplod, C2,Kreutz,May28 20
3974,May29 20 05:51:42, W.Boonplod, C2,Kreutz,May29 20
3975,May29 20 17:29:29, W.Boonplod,C3 C2,Meyer, May29 20
3976,May30 20 06:42:45, W.Boonplod, C2,Meyer, May29-30 20
3977,May30 20 23:23:02, W.Boonplod,C3 C2,Kreutz,May31-Jun01 20
3978,May30 20 23:49:48, W.Boonplod, C2,Kreutz,May20 20
3979,May19 20 10:17:45, W.Boonplod, C2,Kreutz,May19 20
3980,May31 20 23:57:24, M.Uchina, C2,Kreutz,Jun01 20 
3981,Jun02 20 00:22:47,W.Boonplod,C2,Kreutz,Jun01 20
3982,Jun02 20 17:06:59,W.Boonplod,C2,Kreutz,Jun02 20
3983,Jun03 20 06:53:16,M.Uchina,C2,Kreutz,Jun03 20
3984,Jun04 20 17:38:45,W.Boonplod,C2,Kreutz,Jun04-05 20
3985,Jun05 20 23:25:42,W.Boonplod,C2,Kreutz,Jun06 20
3986,Jun06 20 09:30:49,M.Uchina,C2,Kreutz,Jun06 20
3987,Jun06 20 18:47:39,W.Boonplod,C2,Kreutz,Jun06 20
3988,Jun06 20 20:36:46,T.Prestgard,C2,Kreutz,Jun06 20
3989,Jun07 20 10:40:50,M.Biesiada,C2,Kreutz,Jun07 20
3990,Jun07 20 23:30:27,M.Uchina,C2,Kreutz,Jun07-08 20
3991,Jun08 20 03:08:08,M.Biesiada,C2,Kreutz,Jun08 20
3992,Jun08 20 06:29:24,T.Prestgard,C2,Kreutz,Jun08 20
3993,Jun09 20 08:40:10,M.Biesiada,C2,Kreutz,Jun09 20
3994,Jun09 20 09:31:33,M.Biesiada,C2,Kreutz,Jun09 20
3995,Jun09 20 12:43:02,W.Boonplod,C2,Kreutz,Jun09 20
3996,Jun09 20 12:46:09,W.Boonplod,C2,Kreutz,Jun09 20
3997,Jun09 20 12:52:26,W.Boonplod,C2,Kreutz,Jun09 20
3998,Jun14 20 17:42:17,M.Biesiada,C2,Kreutz,Jun14 20
3999,Jun14 20 23:54:47,W.Boonplod,C3 C2,Kreutz,Jun15-16 20
4000,Jun15 20 09:19:03,T.Prestgard,C3 C2,Kreutz,Jun15-16 20
4001,Jun15 20 17:43:06, M.Kusiak, C2,Kreutz,Jun15-16 20
4002,Jun16 20 15:17:23, M.Biesiada,C3 C2,Kreutz,Jun16-17 20
4003,Jun16 20 16:34:53, W.Boonplod,C3 C2,Meyer, Jun16-17 20
4004,Jun16 20 19:48:58, M.Biesiada, C2,Kreutz,Jun16 20
4005,Jun17 20 18:16:49, M.Kusiak, C2,Kreutz,Jun17 20
4006,Jun18 20 07:37:39, M.Uchina, C2,Kreutz,Jun18 20
4007,Jun19 20 02:44:20, W.Boonplod,C3 C2,Kreutz,Jun19-20 20
4008,Jun20 20 03:32:17, W.Boonplod, C2,Meyer, Jun20 20
4009,Jun21 20 00:04:29, M.Uchina, C2,Kreutz,Jun21 20
4010,Jun21 20 00:25:31, W.Boonplod, C2,Kreutz,Jun20 20
4011,Jun21 20 11:28:40	,M.Biesiada,C3 C2,Kreutz,Jun21-22 20
4012,Jun23 20 23:26:21	,M.Uchina,C3 C2,Kreutz,Jun24 20
4013,Jun23 20 23:41:06, W.Boonplod,C3 C2,Kreutz,Jun24 20
4014,Jun26 20 22:07:21, W.Boonplod,C3 C2,Kreutz,Jun27 20
4015*, Jun28 20 09:01 AM, W.Boonplod,C3 C2,Kreutz,Jun28 20
4016,Jun29 20 06:47:50, M.Uchina, C2,Kreutz,Jun29 20
4017,Jun29 20 10:07:52, M.Uchina, C2,Kreutz,Jun29 20
4018,Jun29 20 18:56:08	,W.Boonplod, C2,Kreutz,Jun29-30 20
XC95,Jun30 20 15:21:37, M.Uchina, C2,Kreutz,Jun30 20
4019,Jul03 20 06:30:27, W.Boonplod,C3 C2,Kreutz,Jul03 20
4020,Jul03 20 06:50:42, W.Boonplod,C3 C2,Kreutz,Jul03 20
4021,Jul03 20 22:16:32, W.Boonplod,C3 C2,Kreutz,Jul04 20
4022,Jul04 20 07:19:11, M.Biesiada, C2,Kreutz,Jul04 20
4023,Jul05 20 13:25:52, W.Boonplod,C3 C2,Kreutz,Jul05 20
4024,Jul05 20 17:05:03, M.Uchina, C2,Kreutz,Jul05 20
4025,Jul07 20 08:03 AM, WB/MB/KK,C3 C2,Kreutz,Jul07-08 20
4026,Jul09 20 06:04:20, M.Biesiada,C3 C2,Kreutz,Jul09-10 20
4027,Jul14 20 10:22:42, M.Biesiada, C3,Kreutz,Jul14-15 20
4028,Jul15 20 12:01:28, W.Boonplod,C3 C2,Kreutz,Jul15-16 20
4029,Jul18 20 00:17:31, W.Boonplod,C3 C2,Kreutz,Jul18-19 20
4030,Jul20 20 23:10:59, W.Boonplod,C3 C2,Kreutz,Jul21 20
4031,Jul22 20 14:14:12, M.Uchina, C3,Kreutz,Jul22 20
4032,Jul25 20 12:31:58, W.Boonplod, C2,Meyer, Jul25 20
4033,Jul27 20 11:18:36, Z.Xu, C3,Kreutz,Jul27 20
4034,Jul28 20 06:15:20, M.Uchina, C3,Kreutz,Jul27 20
4035,Jul31 20 19:01:40, W.Boonplod, C3,Kreutz,Jul31 20
4036,Jul13 20 00:48:35, P.Berrett,C2,Meyer, Jun21-22 06
4037,Jul06 20 11:21:31, P.Berrett,C2,Meyer, Feb16 12
4038,Jul12 20 04:16:03, P.Berrett,C2,NonGrp,Jun14 12
4039,May13 20 04:25:43, P.Berrett,C2,Meyer, Nov19 12
4040,Jul04 20 11:03:18, P.Berrett,C2,Meyer, Jan23 13
4041,May11 20 09:37:23, P.Berrett,C2,Meyer, Apr18 13
4042,May11 20 03:30:36, P.Berrett,C2,Kracht,Jan18 15
4043,Jul03 20 09:01:57, P.Berrett,C2,KrachtII?, Mar02 15
4044,Jul11 20 12:09PM,P.Berrett,C2,Meyer, Jun20 15
4045,Jul11 20 09:14AM,P.Berrett,C2,Meyer, Jun05 17
4046,Jun21 20 07:03:33, P.Berrett,C2,Meyer, Apr11 20
4047,Jun24 20 03:56:22, P.Berrett,C2,NonGrp,Aug17 08
4048,Aug02 20 19:40:45, W.Boonplod, C3,Kreutz,Aug02 20
4049,Aug06 20 00:28:58, W.Boonplod, C3/C2/H1,NonGrp,Aug05-09 20
4050,Aug06 20 15:40:29, W.Boonplod,C3/C2,NonGrp,Aug06-07 20
4051,Aug07 20 00:44:49, P.Berrett,C2,Meyer, Aug02 20
4052,Aug07 20 08:27:36, W.Boonplod, C2,NonGrp,Aug07 20	
4053,Aug11 20 17:51:34, M.Biesiada, C3,Kreutz,Aug11-12 20
4054,Aug13 20 00:09:51, M.Uchina, C3,Kreutz,Aug13 20
4055,Aug13 20 02:21:47, M.Uchina, C3,Kreutz,Aug13 20
4056,Aug17 20 12:12:42, M.Biesiada, C3,Kreutz,Aug17 20
4057,Aug21 20 17:31:47, S.Shurpakov, C3/C2/C2A,Kreutz,Aug21-22 20
4058,Aug25 20 07:55:18, W.Boonplod, C2,Kracht,Aug24 20
4059,Aug25 20 18:02:11, J.Liu/P.sun, C3/C2/C2A,Kreutz,Aug25-27 20
4060,Aug29 20 03:12:33	,W.Boonplod, C3,Kreutz,Aug29 20
4061,Aug31 20 00:16:34	,P.Sun,C3,Kreutz,Aug31 20
